home_id,away_id,home_goals,away_goals,Auto_GW
6,8,2,0,16
11,4,2,0,16
5,9,2,3,16
0,19,2,1,16
7,12,0,3,16
15,17,3,0,16
16,14,1,0,16
18,1,2,3,16
3,10,1,1,16
13,2,4,4,16
