home_id,away_id,home_goals,away_goals,Auto_GW
17,13,2,2,11
8,9,2,0,11
18,5,3,2,11
16,0,2,2,11
6,19,3,0,11
1,2,4,0,11
3,14,3,1,11
7,4,0,0,11
15,10,3,1,11
12,11,3,0,11
