home_id,away_id,home_goals,away_goals,Auto_GW
1,15,3,1,20
4,5,2,0,20
19,18,3,0,20
2,0,2,3,20
10,13,1,1,20
8,3,2,4,20
14,7,2,0,20
17,16,1,1,20
9,11,2,2,20
12,6,1,1,20
