home_id,away_id,home_goals,away_goals,Auto_GW
4,19,3,0,36
9,2,0,1,36
16,13,0,0,36
12,3,3,0,36
5,1,2,2,36
7,8,2,2,36
15,14,1,1,36
18,0,0,1,36
17,10,1,1,36
12,7,3,0,36
