home_id,away_id,home_goals,away_goals,Auto_GW
2,10,2,2,34
5,12,0,1,34
16,15,0,5,34
9,1,1,0,34
11,7,3,1,34
18,8,2,1,34
19,17,0,1,34
0,14,1,0,34
13,3,2,1,34
10,5,3,1,34
