home_id,away_id,home_goals,away_goals,Auto_GW
10,18,2,1,9
6,16,1,2,9
14,9,2,1,9
13,4,4,2,9
3,11,3,2,9
0,7,1,0,9
1,12,1,0,9
2,15,2,0,9
19,5,2,3,9
8,17,0,3,9
