home_id,away_id,home_goals,away_goals,Auto_GW
6,9,2,0,3
13,5,3,2,3
16,3,2,1,3
17,2,0,1,3
19,8,2,3,3
10,14,0,0,3
4,12,2,1,3
15,18,0,3,3
11,0,1,0,3
1,7,0,3,3
