home_id,away_id,home_goals,away_goals,Auto_GW
18,16,3,1,23
5,17,2,2,23
9,4,2,1,23
12,19,2,0,23
2,11,3,2,23
3,15,0,2,23
7,6,1,3,23
14,1,0,2,23
0,13,2,3,23
8,10,1,1,23
