home_id,away_id,home_goals,away_goals,Auto_GW
11,2,4,2,1
1,14,0,0,1
4,9,1,1,1
16,18,3,0,1
17,5,3,0,1
19,12,0,4,1
6,7,0,0,1
15,3,3,1,1
13,0,0,1,1
10,8,1,0,1
