home_id,away_id,home_goals,away_goals,Auto_GW
1,0,2,1,15
2,6,0,0,15
8,15,3,0,15
12,16,3,0,15
14,5,2,1,15
17,3,2,0,15
10,11,3,3,15
4,18,1,1,15
9,7,1,2,15
19,13,1,4,15
