home_id,away_id,home_goals,away_goals,Auto_GW
3,5,3,1,13
12,10,3,2,13
16,2,3,2,13
8,14,1,4,13
17,9,1,2,13
7,13,1,2,13
1,19,1,0,13
15,4,0,2,13
18,11,0,2,13
6,0,1,1,13
