home_id,away_id,home_goals,away_goals,Auto_GW
0,2,1,2,32
3,8,2,2,32
5,4,0,2,32
11,9,2,0,32
7,14,2,1,32
15,1,1,1,32
16,17,1,0,32
6,12,0,3,32
13,10,1,2,32
3,9,0,0,32
