home_id,away_id,home_goals,away_goals,Auto_GW
6,10,2,2,26
8,2,1,2,26
17,14,1,2,26
18,13,1,1,26
1,4,1,0,26
7,5,2,3,26
12,9,3,0,26
15,19,0,0,26
16,11,0,1,26
3,0,1,1,26
