home_id,away_id,home_goals,away_goals,Auto_GW
14,6,2,2,17
2,5,1,1,17
4,16,0,0,17
12,18,3,0,17
19,3,0,2,17
17,11,1,2,17
8,0,0,1,17
10,7,4,1,17
1,13,2,1,17
9,15,1,0,17
