home_id,away_id,home_goals,away_goals,Auto_GW
4,10,3,0,10
5,0,0,2,10
7,3,2,0,10
9,19,3,0,10
15,13,2,2,10
17,6,0,1,10
11,1,2,0,10
18,14,3,1,10
12,2,3,1,10
16,8,1,1,10
