home_id,away_id,home_goals,away_goals,Auto_GW
0,6,2,1,29
2,3,0,0,29
8,5,2,0,29
10,16,0,1,29
19,11,2,1,29
1,6,1,4,29
4,0,0,1,29
9,18,0,1,29
12,15,2,2,29
14,13,2,1,29
