home_id,away_id,home_goals,away_goals,Auto_GW
13,14,1,0,18
15,12,1,2,18
0,4,2,1,18
3,2,4,1,18
5,8,0,0,18
11,19,2,1,18
18,9,0,1,18
6,1,1,2,18
16,10,1,1,18
7,17,0,1,18
