home_id,away_id,home_goals,away_goals,Auto_GW
18,6,1,5,2
12,17,0,2,2
2,19,1,0,2
3,1,1,0,2
5,16,2,0,2
0,10,5,0,2
7,15,1,1,2
8,4,2,0,2
9,13,1,1,2
14,11,2,3,2
