home_id,away_id,home_goals,away_goals,Auto_GW
19,0,2,2,27
1,10,1,1,27
3,4,0,2,27
6,5,1,1,27
18,2,0,0,27
12,14,2,1,27
7,19,1,0,27
15,11,0,1,27
16,9,1,3,27
17,0,1,4,27
