home_id,away_id,home_goals,away_goals,Auto_GW
5,6,0,2,12
2,18,2,2,12
4,3,2,1,12
9,16,1,0,12
11,15,0,3,12
19,7,0,2,12
14,12,2,1,12
10,1,1,2,12
0,17,4,1,12
13,8,0,1,12
