home_id,away_id,home_goals,away_goals,Auto_GW
4,13,0,3,38
5,19,1,1,38
7,0,1,2,38
9,14,2,0,38
11,3,1,1,38
12,1,1,2,38
15,2,1,1,38
16,6,2,1,38
17,8,1,0,38
18,10,3,0,38
