home_id,away_id,home_goals,away_goals,Auto_GW
10,15,3,1,25
13,17,2,0,25
0,16,3,0,25
2,1,1,1,25
5,18,0,2,25
9,8,1,2,25
19,6,1,3,25
14,3,2,3,25
4,7,0,1,25
11,12,1,2,25
