home_id,away_id,home_goals,away_goals,Auto_GW
10,19,3,0,33
14,2,1,2,33
17,4,2,2,33
6,13,0,1,33
1,16,4,3,33
8,11,1,2,33
15,5,4,1,33
12,0,2,1,33
7,18,0,0,33
4,6,3,0,33
