home_id,away_id,home_goals,away_goals,Auto_GW
17,7,1,3,30
5,2,0,0,30
16,4,0,1,30
0,8,2,0,30
6,14,0,1,30
18,12,1,1,30
7,10,0,0,30
13,1,3,1,30
15,9,0,0,30
11,17,1,1,30
