home_id,away_id,home_goals,away_goals,Auto_GW
2,9,3,1,7
10,17,1,2,7
0,18,2,0,7
13,16,2,0,7
6,11,2,1,7
1,5,2,1,7
8,7,2,1,7
14,15,2,0,7
19,4,1,1,7
3,12,0,1,7
